State,City,Street,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,PPSq,LotArea,ConvertedLot,LotUnit,MarketEstimate,RentEstimate,Price
NH,Greenville,Old Ashby Rd,03048,42.732746,-71.78425,3.0,2.0,1072.0,130.5037313432836,0.0,0.0,sqft,133000,574,139900.0
NH,Hollis,Plain Road,03049,42.772762,-71.600586,4.0,3.0,2576.0,256.1723602484472,2.0,2.0,acres,nan,nan,659900.0
NH,Dunbarton,Everett Dam Road,03046,43.102684,-71.635994,3.0,2.0,1894.0,279.3030623020063,33.06,33.06,acres,541400,2999,529000.0
NH,Alton,Main Street,03809,43.46484,-71.229095,5.0,4.0,2496.0,220.3125,1.68,1.68,acres,554200,2999,549900.0
NH,Lisbon,Atwood Street,03585,44.21384,-71.90577,3.0,2.0,1064.0,155.0751879699248,0.5,0.5,acres,nan,146,165000.0
NH,Woodsville,Hummingbird Lane,03785,44.089798,-71.81327,2.0,1.0,1192.0,251.59395973154363,3.12,3.12,acres,307200,2400,299900.0
NH,Nashua,Grove Street,03064,42.765957,-71.46254,3.0,2.0,1442.0,221.84466019417476,8276.4,0.19,sqft,302200,2999,319900.0
NH,Lincoln,Church Street UNIT 1,03251,44.04623,-71.67163,2.0,1.0,913.0,312.157721796276,nan,nan,nan,302600,2400,285000.0
NH,Merrimack,Village Falls Way,03054,42.865288,-71.49221,2.0,2.0,1729.0,179.29438982070562,nan,nan,nan,319300,2900,310000.0
NH,Portsmouth,Porpoise Way,03801,43.09307,-70.77293,4.0,2.0,1368.0,767.5438596491229,3485.0,0.08000459136822773,sqft,nan,nan,1050000.0
NH,Bristol,Crodem Drive,03222,43.618256,-71.74385,3.0,2.0,2432.0,309.5805921052632,2.16,2.16,acres,765800,1949,752900.0
NH,Nashua,Prescott Street,03064,42.768078,-71.48014,2.0,2.0,1565.0,254.95207667731628,nan,nan,nan,nan,2900,399000.0
NH,Nashua,Bell Street,03064,42.791065,-71.464165,3.0,2.0,1782.0,246.8574635241302,0.25,0.25,acres,468200,2700,439900.0
NH,Franklin,Evergreen Avenue,03235,43.43349,-71.643776,3.0,2.0,1638.0,204.45665445665446,0.49000000000000005,0.49000000000000005,acres,334000,2500,334900.0
NH,Auburn,Hooksett Road,03032,43.031067,-71.38402,3.0,2.0,1944.0,256.6872427983539,1.04,1.04,acres,516300,3499,499000.0
NH,Milton,Ripley Lane,03851,43.415928,-71.02555,3.0,2.0,2209.0,194.6129470348574,5.29,5.29,acres,447800,3200,429900.0
NH,Pittsburg,North Main Street,03592,45.11592,-71.24124,1.0,0.0,348.0,244.2528735632184,9583.2,0.22000000000000003,sqft,nan,nan,85000.0
NH,Derry,A Susan Drive UNIT R,03038,42.8713,-71.32007,2.0,2.0,1150.0,282.60869565217394,9148.0,0.21000918273645547,sqft,nan,nan,325000.0
NH,Merrimack,Indian Rock Road,03054,42.872345,-71.50624,2.0,2.0,1864.0,182.40343347639484,nan,nan,nan,nan,nan,340000.0
NH,Sunapee,North Road,03782,43.39042,-72.098854,2.0,1.0,720.0,228.47222222222223,1.9,1.9,acres,nan,nan,164500.0
NH,Portsmouth,Lafayette Road,03801,43.06446,-70.767,3.0,2.0,2076.0,409.44123314065513,8712.0,0.2,sqft,896000,4200,850000.0
NH,Salem,Kelly Road,03079,42.75631,-71.2124,5.0,3.0,2810.0,230.9608540925267,10019.0,0.23000459136822773,sqft,655600,3961,649000.0
NH,Rumney,Old Route 25,03266,43.813793,-71.87122,4.0,2.0,1796.0,61.19153674832962,0.31000918273645545,0.31000918273645545,acres,115600,556,109900.0
NH,Belmont,Nancy Drive,03220,43.49255,-71.508484,3.0,2.0,1656.0,440.2173913043478,0.31000918273645545,0.31000918273645545,acres,737300,2500,729000.0
NH,Claremont,First Street,03743,43.369583,-72.32348,2.0,1.0,808.0,173.26732673267327,7405.2,0.16999999999999998,sqft,144700,1800,140000.0
NH,Tilton,Winter Street,03276,43.44459,-71.59822,5.0,4.0,2962.0,131.63403106009454,0.44000000000000006,0.44000000000000006,acres,nan,2424,389900.0
NH,Kensington,South Road,03833,42.96162,-71.02637,5.0,2.0,1984.0,257.00604838709677,0.9199999999999999,0.9199999999999999,acres,502500,3499,509900.0
NH,Portsmouth,Middle Road,03801,43.06399,-70.76906,3.0,3.0,1942.0,746.1380020597322,6098.4,0.13999999999999999,sqft,1382800,3948,1449000.0
NH,Lebanon,Meriden Road,03766,43.598225,-72.2206,3.0,3.0,2237.0,245.86499776486366,3.4,3.4,acres,569400,3499,550000.0
NH,Auburn,Oaktree Road,03032,42.983654,-71.34533,3.0,2.0,2928.0,203.89344262295083,0.52,0.52,acres,586700,3900,597000.0
NH,Derry,Gaita Drive,03038,42.85256,-71.254196,3.0,3.0,2519.0,242.15958713775308,1.26,1.26,acres,591500,3900,610000.0
NH,Bedford,Joppa Hill Road,03110,42.94234,-71.57817,2.0,1.0,1319.0,325.9287338893101,2.5,2.5,acres,434600,2500,429900.0
NH,Durham,Packers Falls Road,03824,43.118362,-70.96541,2.0,1.0,1174.0,298.0408858603066,4.1,4.1,acres,nan,nan,349900.0
NH,Thornton,Mountain River East Road UNIT 13,03285,43.88608,-71.65669,3.0,3.0,1441.0,253.2963219986121,nan,nan,nan,nan,nan,365000.0
NH,Hooksett,Julia Drive,03106,43.06249,-71.43152,3.0,3.0,2956.0,202.94316644113667,0.37,0.37,acres,588800,3200,599900.0
NH,Bartlett,Oak Ridge Road,03812,44.09229,-71.20871,3.0,2.0,1408.0,344.46022727272725,0.4300045913682277,0.4300045913682277,acres,nan,nan,485000.0
NH,Gorham,Jimtown Road,03581,44.403484,-71.24109,3.0,2.0,1701.0,191.06407995296885,0.7100091827364554,0.7100091827364554,acres,nan,nan,325000.0
NH,Exeter,Cherry Street,03833,42.97009,-70.965904,3.0,2.0,924.0,81.06060606060606,nan,nan,nan,112600,282,74900.0
NH,Weare,East Shore Drive,03281,43.102524,-71.780045,2.0,1.0,720.0,326.3888888888889,7405.2,0.16999999999999998,sqft,nan,nan,235000.0
NH,Nashua,Blackstone Drive UNIT 1731,03063,42.79861,-71.52633,2.0,1.0,912.0,290.5701754385965,nan,nan,nan,270900,1999,265000.0
NH,Bedford,Rosewell Road,03110,42.933838,-71.56695,4.0,3.0,2778.0,297.8761699064075,1.63,1.63,acres,853300,4402,827500.0
NH,Manchester,Waverly Street,03109,42.983513,-71.41421,4.0,2.0,1650.0,181.75757575757575,6098.4,0.13999999999999999,sqft,320900,2822,299900.0
NH,Manchester,Heritage Way,03104,42.99882,-71.40288,2.0,2.0,1300.0,223.07692307692307,0.0,0.0,sqft,283300,2500,290000.0
NH,West Lebanon,Pearl Street,03784,43.652283,-72.30834,3.0,2.0,1474.0,291.04477611940297,8276.4,0.19,sqft,448800,3099,429000.0
NH,Keene,Beaver Street,03431,42.93752,-72.27532,5.0,3.0,2219.0,148.67057232987833,8712.0,0.2,sqft,343300,1849,329900.0
NH,Center Harbor,Whittier Highway,03226,43.692978,-71.45281,6.0,3.0,2504.0,1956.8690095846646,15.7,15.7,acres,5005600,5754,4900000.0
NH,Amherst,Amherst Street,03031,42.861195,-71.63156,4.0,3.0,3396.0,226.70789163722026,1.5,1.5,acres,791800,3999,769900.0
NH,Deering,E Deering Road,03244,43.08736,-71.8072,3.0,2.0,2084.0,181.86180422264874,4.54,4.54,acres,nan,nan,379000.0
NH,North Hampton,Park Circle,03862,42.983837,-70.81454,5.0,5.0,5733.0,522.4140938426652,28.7,28.7,acres,3039900,7434,2995000.0
NH,Merrimack,Samuel J Dr,03054,42.884937,-71.56666,4.0,3.0,3594.0,208.65331107401224,5.003,5.003,acres,750600,4555,749900.0
NH,Clarksville,Crawford Road,03592,45.040634,-71.3908,4.0,1.0,2484.0,120.73268921095008,3.38,3.38,acres,278500,3999,299900.0
NH,Manchester,Pickering Street,03104,43.010628,-71.44659,4.0,2.0,1950.0,225.5897435897436,0.3600091827364555,0.3600091827364555,acres,nan,nan,439900.0
NH,Derry,Spring Drive,03038,42.93992,-71.34126,2.0,1.0,902.0,143.01552106430154,nan,nan,nan,nan,nan,129000.0
NH,Temple,West Road,03084,42.81661,-71.86219,4.0,2.0,2522.0,190.1268834258525,3.01,3.01,acres,453700,2999,479500.0
NH,Waterville Valley,Windsor Hill Way UNIT 60,03215,43.94442,-71.50417,1.0,1.0,614.0,305.37459283387625,nan,nan,nan,nan,nan,187500.0
NH,Gilford,Old Lake Shore Road,03249,43.568348,-71.40461,2.0,2.0,924.0,91.991341991342,0.0,0.0,sqft,nan,nan,85000.0
NH,Fitzwilliam,Royalston Road,03447,42.749985,-72.17873,3.0,3.0,2083.0,228.03648583773403,7.39,7.39,acres,492800,3499,475000.0
NH,Brookline,Hood Road,03033,42.789776,-71.64675,4.0,2.0,3700.0,152.7027027027027,4.74,4.74,acres,nan,nan,565000.0
NH,Moultonboro,Whittier Highway,03254,43.75502,-71.394684,1.0,3.0,1680.0,235.11904761904762,6.4,6.4,acres,397200,1999,395000.0
NH,Gilford,Marjories Walk,03249,43.51416,-71.394936,4.0,5.0,6194.0,238.13351630610268,11.73,11.73,acres,1384100,4027,1474999.0
NH,Bristol,N Main Street,03222,43.61317,-71.73868,3.0,2.0,1862.0,196.02577873254566,1.8,1.8,acres,nan,nan,365000.0
NH,Gilford,Baxter Court,03249,43.592274,-71.42147,5.0,4.0,3956.0,247.47219413549038,1.15,1.15,acres,876600,2700,979000.0
NH,Manchester,Bernard Street,03102,42.98776,-71.49333,3.0,1.0,1842.0,189.95656894679695,9583.2,0.22000000000000003,sqft,371900,2299,349900.0
NH,Alton Bay,Black Point Road,03810,43.528336,-71.24082,3.0,5.0,5716.0,642.0573827851645,1.3,1.3,acres,nan,nan,3670000.0
NH,Northumberland,Lost Nation Road,03582,44.59482,-71.50101,2.0,1.0,1021.0,181.1949069539667,11.9,11.9,acres,173000,1999,185000.0
NH,Gilford,Sargent Place UNIT 80,03249,43.565815,-71.442764,2.0,1.0,908.0,88.1046255506608,nan,nan,nan,nan,nan,79999.0
NH,Manchester,Lake Shore Road,03109,42.98778,-71.39762,3.0,3.0,1872.0,261.21794871794873,0.7,0.7,acres,517200,3200,489000.0
NH,Portsmouth,Artwill Avenue,03801,43.058365,-70.768814,3.0,3.0,2631.0,456.10034207525655,0.38000459136822773,0.38000459136822773,acres,1243900,5500,1200000.0
NH,Berlin,Gendron Street,03570,44.466965,-71.16492,3.0,1.0,1183.0,163.14454775993238,9583.2,0.22000000000000003,sqft,nan,nan,193000.0
NH,Grantham,Shore Drive,03753,43.46215,-72.108505,2.0,3.0,2393.0,204.76389469285417,11.32,11.32,acres,468000,3249,490000.0
NH,Laconia,Barbara Boulevard,03246,43.519497,-71.44828,3.0,2.0,1872.0,210.9508547008547,9148.0,0.21000918273645547,sqft,378800,2199,394900.0
NH,Laconia,A Brian Lane,03246,43.56065,-71.468544,2.0,2.0,984.0,284.4512195121951,nan,nan,nan,nan,nan,279900.0
NH,Bedford,Harrod Lane,03110,42.91812,-71.48704,4.0,4.0,3012.0,278.85126162018594,2.01,2.01,acres,861600,4370,839900.0
NH,Newmarket,Bennett Way,03857,43.066746,-70.946846,2.0,2.0,1144.0,327.7972027972028,0.89,0.89,acres,nan,nan,375000.0
NH,Concord,-4 Chablis Terrace UNIT 4,03303,43.25814,-71.590256,3.0,3.0,1673.0,224.14823670053795,0.0,0.0,sqft,399900,2695,375000.0
NH,Candia,Main Street,03034,43.04984,-71.29423,3.0,2.0,1596.0,272.5563909774436,0.5600091827364555,0.5600091827364555,acres,nan,nan,435000.0
NH,Nashua,Nagle Street,03060,42.745445,-71.47043,3.0,2.0,1598.0,269.0237797246558,9148.0,0.21000918273645547,sqft,449300,2983,429900.0
NH,Rochester,Big Bear Road,03868,43.310097,-70.92418,2.0,2.0,1624.0,203.20197044334975,nan,nan,nan,nan,nan,330000.0
NH,Bedford,Jenkins Rd,03110,42.917973,-71.536644,4.0,3.0,2810.0,236.65480427046262,2.47,2.47,acres,636500,3979,665000.0
NH,Berlin,Dutil Street,03570,44.473827,-71.1656,3.0,2.0,1830.0,139.28961748633878,5663.0,0.13000459136822773,sqft,252900,2999,254900.0
NH,Berlin,Burgess Street,03570,44.46229,-71.177284,3.0,1.0,624.0,47.916666666666664,4792.0,0.11000918273645546,sqft,nan,1995,29900.0
NH,Raymond,Blake Road,03077,42.99405,-71.16578,3.0,2.0,2036.0,221.02161100196463,2.06,2.06,acres,nan,nan,450000.0
NH,West Lebanon,S Main Street,03784,43.642357,-72.31187,3.0,2.0,1398.0,250.3576537911302,6534.0,0.15,sqft,363400,2999,350000.0
NH,Laconia,Marshall Court,03246,43.5556,-71.48258,4.0,2.0,1833.0,791.0529187124931,0.74,0.74,acres,nan,nan,1450000.0
NH,Nashua,Mountain Laurels Drive UNIT 603,03062,42.70669,-71.47178,2.0,2.0,2400.0,312.0833333333333,0.0,0.0,sqft,750900,3963,749000.0
NH,Pelham,Hobbs Rd,03076,42.745815,-71.305305,2.0,1.0,1560.0,266.02564102564105,1.0,1.0,acres,400200,2500,415000.0
NH,Center Harbor,Winona Road,03226,43.671413,-71.560905,3.0,1.0,1008.0,461.3095238095238,0.4800045913682277,0.4800045913682277,acres,440000,1849,465000.0
NH,Milton,Silver Street,03851,43.421677,-71.00224,3.0,2.0,1754.0,239.39566704675028,3.9,3.9,acres,438500,3495,419900.0
NH,Salem,Lancelot Court UNIT 15,03079,42.764168,-71.22224,1.0,1.0,613.0,326.2642740619902,nan,nan,nan,183000,1987,200000.0
NH,Salem,Granite Ave,03079,42.776848,-71.22178,3.0,3.0,2400.0,291.25,0.5699954086317722,0.5699954086317722,acres,680100,3999,699000.0
NH,Ashland,Winter Street,03217,43.691845,-71.63417,4.0,1.0,1432.0,138.268156424581,7405.2,0.16999999999999998,sqft,nan,nan,198000.0
NH,Kingston,Chase Street,03848,42.943405,-71.05565,5.0,2.0,3221.0,217.0133498913381,5.06,5.06,acres,nan,nan,699000.0
NH,Raymond,Langford Road,03077,43.04604,-71.22095,3.0,3.0,1991.0,311.35107985936713,0.97,0.97,acres,627700,3900,619900.0
NH,Colebrook,Corliss Lane,03576,44.90068,-71.48457,3.0,2.0,1824.0,86.56798245614036,0.5800045913682277,0.5800045913682277,acres,146000,2199,157900.0
NH,East Wakefield,Aloma Road,03830,43.608604,-70.98576,nan,nan,nan,nan,0.9199999999999999,0.9199999999999999,acres,nan,nan,40000.0
NH,Derry,R Chester Road,03038,42.89973,-71.30441,3.0,2.0,1248.0,287.6602564102564,1.33,1.33,acres,381700,2900,359000.0
NH,Amherst,Atherton Lane,03031,42.85711,-71.6278,2.0,2.0,2382.0,209.90764063811923,55.0,55.0,acres,509500,2999,500000.0
NH,Swanzey,Mount Huggins Drive,03446,42.900963,-72.25204,3.0,3.0,2571.0,178.87981330221703,1.22,1.22,acres,476900,3499,459900.0
NH,Lancaster,Elm Street,03584,44.484566,-71.57775,5.0,4.0,3898.0,109.0302719343253,4.4,4.4,acres,nan,nan,425000.0
NH,Colebrook,- Diamond Pond Road,03576,44.95218,-71.31787,2.0,0.0,602.0,539.7009966777408,2.89,2.89,acres,nan,nan,324900.0
NH,New Castle,Main Street,03854,43.071316,-70.71548,4.0,2.0,1941.0,927.3570324574962,3485.0,0.08000459136822773,sqft,nan,nan,1800000.0
NH,Hampton,Park Avenue,03842,42.93401,-70.83013,4.0,4.0,3709.0,210.27231059584793,0.45,0.45,acres,nan,nan,779900.0
NH,Berlin,Church Street,03570,44.480858,-71.18412,3.0,1.0,1292.0,63.85448916408669,8276.4,0.19,sqft,80600,2100,82500.0
NH,Ossipee,Route 28,03864,43.68101,-71.12274,4.0,2.0,2160.0,166.2037037037037,1.7,1.7,acres,nan,nan,359000.0
NH,Greenland,Lane Avenue,03840,43.022038,-70.83365,4.0,2.0,1686.0,346.97508896797154,0.6600091827364555,0.6600091827364555,acres,nan,nan,585000.0
NH,Cornish,East Road,03745,43.451794,-72.30493,4.0,5.0,4387.0,311.1465694096193,82.5,82.5,acres,1382600,3949,1365000.0
NH,Walpole,Main Street,03608,43.080734,-72.426254,3.0,2.0,1884.0,132.64331210191082,5227.2,0.12,sqft,235300,2400,249900.0
NH,Moultonboro,Whittier Highway,03254,43.743767,-71.4102,3.0,2.0,2429.0,148.16797035817208,0.7699999999999999,0.7699999999999999,acres,355100,2250,359900.0
NH,Hudson,Applewood Drive,03051,42.70784,-71.393776,4.0,3.0,2963.0,227.77590280121498,3.21,3.21,acres,684700,4305,674900.0
NH,Salem,Budron Avenue,03079,42.742306,-71.18817,5.0,2.0,2016.0,198.4126984126984,0.28000459136822775,0.28000459136822775,acres,405000,3800,400000.0
NH,Nashua,Cedar Street,03060,42.75895,-71.466736,2.0,1.0,1023.0,293.1573802541545,1307.0,0.03000459136822773,sqft,300600,1999,299900.0
NH,Meredith,Avery Street,03253,43.650402,-71.50655,5.0,3.0,2850.0,701.4035087719299,0.3600091827364555,0.3600091827364555,acres,1941000,4421,1999000.0
NH,Loudon,Loudon Ridge Road,03307,43.370808,-71.41251,3.0,2.0,1680.0,238.0952380952381,5.01,5.01,acres,nan,nan,400000.0
NH,Portsmouth,Market Street UNIT C,03801,43.078938,-70.75809,2.0,1.0,997.0,891.6750250752257,nan,nan,nan,855800,2700,889000.0
NH,Bow,Knox Rd,03304,43.14938,-71.51539,3.0,3.0,2096.0,286.2118320610687,2.08,2.08,acres,585600,2998,599900.0
NH,Concord,Franklin Street,03301,43.210438,-71.5491,4.0,3.0,1748.0,263.10068649885585,0.44000000000000006,0.44000000000000006,acres,445500,2998,459900.0
NH,Pembroke,Church Road,03275,43.153236,-71.45285,2.0,2.0,1314.0,296.7275494672755,1.84,1.84,acres,423300,2900,389900.0
NH,Danville,Beach Plain Road,03819,42.94326,-71.09647,4.0,1.0,2814.0,280.3837953091684,2.01,2.01,acres,740600,3499,789000.0
NH,Meredith,Little Beaver Island,03253,43.67496,-71.43512,4.0,1.0,1309.0,3208.5561497326203,0.55,0.55,acres,nan,nan,4200000.0
NH,Silver Lake,Village Road,03875,43.888187,-71.16926,6.0,7.0,2993.0,265.4527230203809,1.4,1.4,acres,792400,9999,794500.0
NH,Seabrook,True Lane,03874,42.896393,-70.90987,2.0,1.0,1296.0,250.77083333333334,0.3,0.3,acres,301100,2949,324999.0
NH,Plaistow,Main Street,03865,42.81598,-71.0996,2.0,1.0,915.0,426.120218579235,0.7100091827364554,0.7100091827364554,acres,381200,2199,389900.0
NH,Rochester,Alder Creek Lane,03867,43.298294,-70.94902,3.0,2.0,2080.0,211.05769230769232,0.31000918273645545,0.31000918273645545,acres,432700,2999,439000.0
NH,New London,Messer Hill Road,03257,43.445683,-72.04279,3.0,2.0,2630.0,132.69961977186313,3.73,3.73,acres,nan,nan,349000.0
NH,Franklin,Hampshire Drive,03235,43.467724,-71.64016,3.0,2.0,1160.0,301.7241379310345,1.36,1.36,acres,361200,2459,350000.0
NH,Milford,Perkins Street UNIT 5,03055,42.840267,-71.65401,2.0,2.0,986.0,289.0466531440162,nan,nan,nan,268300,2250,285000.0
NH,Hillsboro,-22 Church Street,03244,43.112938,-71.89833,7.0,4.0,4012.0,87.2382851445663,0.3,0.3,acres,nan,3800,350000.0
NH,Hampstead,West Road,03841,42.859257,-71.19267,3.0,3.0,2636.0,208.649468892261,3.74,3.74,acres,562200,3900,550000.0
NH,Andover,Chase Hill Road,03216,43.44476,-71.73122,3.0,3.0,2240.0,245.49107142857142,6.94,6.94,acres,559600,2999,549900.0
NH,Lyman,Dodge Pond Road,03585,44.282978,-71.9226,1.0,2.0,1980.0,162.12121212121212,0.5,0.5,acres,321600,2400,321000.0
NH,New Ipswich,Ashby Road,03071,42.724102,-71.84066,3.0,1.0,1092.0,160.25641025641025,2.83,2.83,acres,216400,2299,175000.0
NH,Portsmouth,Lafayette Road,03801,43.062843,-70.76772,3.0,4.0,2083.0,311.5698511761882,5227.2,0.12,sqft,nan,nan,649000.0
NH,Rindge,Sunridge Road,03461,42.741364,-72.0645,3.0,3.0,2400.0,202.91666666666666,3.2,3.2,acres,nan,nan,487000.0
NH,Concord,North Emperor Drive,03303,43.255962,-71.58281,2.0,2.0,924.0,61.688311688311686,nan,nan,nan,56400,258,57000.0
NH,Peterboro,East Mountain Road,03458,42.868156,-71.89686,7.0,4.0,4864.0,657.8947368421053,342.27,342.27,acres,nan,nan,3200000.0
NH,Northwood,Masten Drive,03261,43.190155,-71.14629,4.0,2.0,1680.0,172.02380952380952,1.52,1.52,acres,nan,nan,289000.0
NH,Pittsfield,Barnstead Road,03263,43.31605,-71.31442,5.0,2.0,3188.0,143.97741530740277,1.5,1.5,acres,432300,2999,459000.0
NH,Dover,Middlebrook Road,03820,43.17812,-70.863846,3.0,2.0,972.0,431.99588477366257,7405.2,0.16999999999999998,sqft,nan,nan,419900.0
NH,Dorchester,See-It-All Road,03266,43.798985,-71.86535,3.0,2.0,1377.0,326.797385620915,23.0,23.0,acres,nan,nan,450000.0
NH,Lancaster,Roger's Campground Road,03584,44.46646,-71.54857,1.0,1.0,396.0,36.61616161616162,nan,nan,nan,nan,nan,14500.0
NH,Laconia,Tranquility Turn UNIT 63,03246,43.605103,-71.46408,2.0,2.0,880.0,431.8181818181818,nan,nan,nan,384200,1400,380000.0
NH,Waterville Valley,Mountain Sun Way UNIT 6,03215,43.947582,-71.508224,3.0,3.0,1648.0,302.79126213592235,nan,nan,nan,503700,3190,499000.0
NH,Hudson,Boyd Road,03051,42.816273,-71.396484,4.0,3.0,4074.0,196.36720667648504,3.38,3.38,acres,nan,nan,800000.0
NH,Monroe,Harley View Drive,03771,44.246735,-72.03905,3.0,2.0,2019.0,196.1367013372957,22.6,22.6,acres,359700,2500,396000.0
NH,Rochester,Morton Street,03867,43.30835,-70.96922,5.0,2.0,1925.0,207.74025974025975,0.5300045913682278,0.5300045913682278,acres,391300,3016,399900.0
NH,Manchester,Crawford Street,03109,42.979496,-71.42472,3.0,2.0,2290.0,205.19650655021834,0.33999999999999997,0.33999999999999997,acres,nan,nan,469900.0
NH,Manchester,Carolina Way,03104,43.028248,-71.477234,3.0,2.0,1138.0,417.39894551845344,0.97,0.97,acres,487600,2400,475000.0
NH,Hampton Falls,Coach Lane,03844,42.913483,-70.856224,2.0,3.0,3200.0,249.96875,5.49,5.49,acres,809000,3300,799900.0
NH,Whitefield,Mountain View Road,03598,44.3978,-71.580574,6.0,4.0,2733.0,197.21917306988658,2.8,2.8,acres,nan,nan,539000.0
NH,Union,& 60 Auclair Road,03887,43.449894,-71.06607,2.0,1.0,800.0,981.25,2.36,2.36,acres,nan,nan,785000.0
NH,Canaan,NH Route 118,03741,43.649277,-72.00764,3.0,3.0,1296.0,208.25617283950618,0.6100091827364554,0.6100091827364554,acres,268200,2700,269900.0
NH,Rochester,Portland Street,03867,43.31271,-70.96046,4.0,1.0,1511.0,264.65916611515553,0.3,0.3,acres,414500,2600,399900.0
NH,Ossipee,Route 16,03864,43.71179,-71.12061,3.0,2.0,2110.0,222.70142180094786,2.0,2.0,acres,nan,nan,469900.0
NH,Plymouth,Highland Street,03264,43.7588,-71.697235,3.0,2.0,1762.0,136.15209988649264,10019.0,0.23000459136822773,sqft,252400,2450,239900.0
NH,Claremont,Hewitt Road,03743,43.424553,-72.35919,nan,nan,nan,nan,17.0,17.0,acres,nan,nan,59900.0
NH,Hanover,Greensboro Road,03755,43.689976,-72.25183,3.0,2.0,1683.0,401.06951871657753,0.38000459136822773,0.38000459136822773,acres,nan,nan,675000.0
NH,Sandown,First Street,03873,42.92263,-71.192986,4.0,3.0,3506.0,208.18596691386196,7.51,7.51,acres,753500,4099,729900.0
NH,Rochester,B Cross Road,03867,43.355663,-70.98746,2.0,2.0,1116.0,223.9247311827957,1.6,1.6,acres,283700,1999,249900.0
NH,Greenland,Portsmouth Avenue,03840,43.045483,-70.82414,3.0,2.0,1772.0,338.0361173814898,1.13,1.13,acres,572600,3300,599000.0
NH,Merrimack,Joppa Road,03054,42.89293,-71.51394,3.0,1.0,1970.0,279.18781725888323,2.5,2.5,acres,nan,nan,550000.0
NH,Antrim,Old Hancock Road,03440,43.01944,-71.96226,5.0,2.0,2170.0,317.926267281106,31.34,31.34,acres,662300,2999,689900.0
NH,Rochester,Four Rod Road,03839,43.309864,-71.04541,3.0,2.0,1782.0,178.95622895622895,1.9,1.9,acres,nan,nan,318900.0
NH,Hudson,Derry Street,03051,42.77801,-71.44437,4.0,1.0,1464.0,307.37704918032784,9148.0,0.21000918273645547,sqft,nan,nan,450000.0
NH,Gilmanton Iw,Church Street,03837,43.417107,-71.294945,3.0,2.0,1400.0,199.28571428571428,7405.2,0.16999999999999998,sqft,288100,2999,279000.0
NH,Jackson,-1 Checkerberry Lane,03846,44.162983,-71.167175,3.0,3.0,2330.0,221.03004291845494,0.0,0.0,sqft,477100,9999,515000.0
NH,Newfields,Exeter Road,03856,43.034355,-70.94318,4.0,3.0,2670.0,215.3558052434457,3.5,3.5,acres,nan,nan,575000.0
NH,Newbury,Pine Street,03255,43.3743,-72.04077,3.0,2.0,2200.0,427.27272727272725,1.38,1.38,acres,960700,2350,940000.0
NH,Wolfeboro,Townsend Shore Road,03894,43.58444,-71.13431,2.0,3.0,2232.0,983.4229390681004,1.0,1.0,acres,nan,nan,2195000.0
NH,Bedford,Grey Rock Road,03110,42.91833,-71.54772,3.0,2.0,1948.0,333.6242299794661,1.5,1.5,acres,654600,3249,649900.0
NH,Rochester,Whitehall Road,03867,43.298435,-70.96159,4.0,3.0,2166.0,177.74699907663896,0.5300045913682278,0.5300045913682278,acres,nan,nan,385000.0
NH,Sullivan,Centre Street,03445,42.9994,-72.20691,4.0,5.0,4664.0,160.78473413379075,6.1,6.1,acres,754300,3674,749900.0
NH,Londonderry,Old Derry Road,03053,42.922234,-71.344826,2.0,3.0,1556.0,199.16452442159382,3.14,3.14,acres,337100,2500,309900.0
NH,Portsmouth,Sagamore Avenue UNIT 13,03801,43.05375,-70.74789,2.0,3.0,1925.0,726.7532467532468,1.0,1.0,acres,nan,nan,1399000.0
NH,Portsmouth,Middle Street UNIT 2,03801,43.06466,-70.76695,2.0,1.0,1042.0,382.91746641074855,0.0,0.0,sqft,nan,nan,399000.0
NH,Hampton,Ocean Boulevard UNIT 3,03842,42.92112,-70.79897,0.0,1.0,216.0,693.9814814814815,nan,nan,nan,nan,nan,149900.0
NH,Exeter,Cese Way,03833,43.61864,-71.00072,2.0,2.0,1564.0,517.2634271099744,0.85,0.85,acres,nan,nan,809000.0
NH,Farmington,Sycamore Boulevard,03835,43.396194,-71.05649,3.0,2.0,1064.0,122.08646616541354,0.0,0.0,sqft,nan,nan,129900.0
NH,Allenstown,Pine Acres Road,03275,43.145004,-71.423904,2.0,1.0,1212.0,164.1914191419142,0.39,0.39,acres,nan,nan,199000.0
NH,Alton,Chickadee Lane Lot 44,03809,43.437725,-71.1923,2.0,1.0,648.0,72.37654320987654,0.0,0.0,sqft,nan,nan,46900.0
NH,New Boston,Susan Road,03070,42.959923,-71.63633,4.0,3.0,3320.0,233.43373493975903,3.26,3.26,acres,nan,nan,775000.0
NJ,Old Bridge,Nottingham Dr #33,08857,40.398003,-74.290794,5.0,3.0,2089.0,263.28386787936813,1269.0,0.02913223140495868,sqft,nan,3949,550000.0
NJ,Woolwich Township,Ashburn Way,08085,39.74417,-75.34188,4.0,3.0,2551.0,211.64249313994512,8364.0,0.19201101928374656,sqft,537400,4235,539900.0
NJ,Edison,Highpoint Dr,08820,40.577587,-74.34926,5.0,3.0,2662.0,338.0879038317055,10297.584,0.23640000000000003,sqft,883100,5432,899990.0
NJ,Closter,Taylor Dr,07624,40.969013,-73.93787,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,1250000.0
